id,college_id,program_name,duration,college_name
1452,305,Bachelor of Computer System Information Technology,4 Years,SAIM College
1455,305,Bachelor of Business Administration,4 Years,SAIM College
1458,310,Bachelor of Health Care Management,4 Years,Central College of Business Management
1462,310,Bachelor of Hotel Management,4 Years,Central College of Business Management
1465,310,Bachelor of Business Administration,4 Years,Central College of Business Management
1468,310,Master of Healthcare Management,2 Years,Central College of Business Management
1471,312,Bachelor of Computer Application,4 Years,GP Koirala Memorial College
1475,312,Bachelor of Arts in Social Work,4 Years,GP Koirala Memorial College
1478,312,Master of Business Studies,2 Years,GP Koirala Memorial College
1481,312,Bachelor of Education,4 Years,GP Koirala Memorial College
1484,312,Bachelor of Business Studies,4 Years,GP Koirala Memorial College
1487,312,Bachelor of Arts,4 Years,GP Koirala Memorial College
1490,313,Bachelor of Information Technology,4 Years,Texas College of Management and IT
1494,313,Bachelor of Computer Science (Hons) Network Technology & Cyber Security,4 Years,Texas College of Management and IT
1497,313,Bachelor (Hons) of Business Administration,4 Years,Texas College of Management and IT
1500,313,BSc (Hons) in Hospitality Management,4 Years,Texas College of Management and IT
1503,313,Master of Computer Science,2 Years,Texas College of Management and IT
1506,313,Master of Business Administration,2 Years,Texas College of Management and IT
1509,313,MBA in Hospitality Management,2 Years,Texas College of Management and IT
1512,319,Bachelor of Arts in Gender Studies,4 Years,K and K International College
1516,319,Master of Arts in Psychology,2 Years,K and K International College
1519,319,Master of Business Studies,2 Years,K and K International College
1522,319,Bachelor of Arts in Rural Development,4 Years,K and K International College
1528,319,Bachelor of Arts in Psychology,4 Years,K and K International College
1531,319,Bachelor of Computer Application,4 Years,K and K International College
1534,319,Bachelor of Arts in Social Work,4 Years,K and K International College
1537,319,Bachelor of Business Studies,4 Years,K and K International College
1540,319,Bachelor of Business Administration,4 Years,K and K International College
1543,322,MBA - Evening Shift,2 Years,Atharva Business College
1547,322,Master of Healthcare Management,2 Years,Atharva Business College
1550,322,Bachelor of Health Care Management,4 Years,Atharva Business College
1553,322,Bachelor of Hotel Management,4 Years,Atharva Business College
1556,322,Bachelor of Business Administration,4 Years,Atharva Business College
1559,323,Bachelor of Arts in Social Work,4 Years,Orchid International College
1563,323,Bachelor of Business Studies,4 Years,Orchid International College
1566,323,Bachelor of Computer Application,4 Years,Orchid International College
1569,323,Bachelor of Business Management,4 Years,Orchid International College
1572,323,BSc Computer Science and Information Technology,4 Years,Orchid International College
1575,323,Bachelor of Information Technology Management,4 Years,Orchid International College
1578,323,Bachelor of Business Administration,4 Years,Orchid International College
1581,324,Bachelor of Business Administration,4 Years,Nepal Commerce Campus
1585,324,BBA Finance,4 Years,Nepal Commerce Campus
1588,324,Bachelor of Business Management,4 Years,Nepal Commerce Campus
1591,324,Bachelor of Information Technology Management,4 Years,Nepal Commerce Campus
1594,324,Bachelor of Business Studies,4 Years,Nepal Commerce Campus
1597,324,Master of Business Management,2 Years,Nepal Commerce Campus
1600,324,Master of Business Studies,2 Years,Nepal Commerce Campus
1603,325,Bachelor of Computer Application,4 Years,Kathmandu Business Campus
1607,325,Bachelor of Business Studies,4 Years,Kathmandu Business Campus
1610,326,BSc (Hons) Ethical Hacking and Cybersecurity,1299200.00,Softwarica College of IT and E-commerce
1614,326,BSc (Hons) Computer Science with AI,1323200.00,Softwarica College of IT and E-commerce
1617,326,BSc (Hons) Computing,1299200.00,Softwarica College of IT and E-commerce
1620,326,MSc Data Science and Computational Intelligence,615900.00,Softwarica College of IT and E-commerce
1623,328,Bachelor of Computer Application,4 Years,Citizen College
1627,328,BBA Travel and Tourism,4 Years,Citizen College
1630,328,Bachelor of Business Administration,4 Years,Citizen College
1633,328,Master of Healthcare Management,2 Years,Citizen College
1636,329,Master of Business Studies,2 Years,Modern Nepal College
1640,329,Bachelor of Business Studies,4 Years,Modern Nepal College
1643,329,Bachelor of Business Administration,4 Years,Modern Nepal College
1646,330,Ten Plus Two Humanities,2 Years,Richmond International College
1650,330,Ten Plus Two Science,2 Years,Richmond International College
1653,330,Ten Plus Two Management,2 Years,Richmond International College
1656,330,Ten Plus Two Law,2 Years,Richmond International College
1659,330,Bachelor of Arts,4 Years,Richmond International College
1662,330,Bachelor of Business Studies,4 Years,Richmond International College
1665,332,BSc (Hons) Cyber Security and Digital Forensics,3 Years,ISMT College
1669,332,BSc (Hons) International Tourism and Hospitality Management,3 Years,ISMT College
1672,332,BA (Hons) Business and Management,3 Years,ISMT College
1675,332,BSc (Hons) Computer Systems Engineering,3 Years,ISMT College
1678,333,Bachelor of Business Studies,4 Years,Shanker Dev Campus
1682,333,Bachelor of Business Management,4 Years,Shanker Dev Campus
1685,333,Bachelor of Information Technology Management,4 Years,Shanker Dev Campus
1688,333,Bachelor of Business Administration,4 Years,Shanker Dev Campus
1691,333,BBA Finance,4 Years,Shanker Dev Campus
1694,333,Master of Business Studies,2 Years,Shanker Dev Campus
1697,333,Master of Business Management,2 Years,Shanker Dev Campus
1700,333,MBA Finance,2 Years,Shanker Dev Campus
1703,342,BSc (Hons) Computer Science,1149000.00,The London College
1707,343,Bachelor of Health Care Management,4 Years,Imperial Business College
1711,343,Bachelor of Business Administration,4 Years,Imperial Business College
1714,343,Master of Healthcare Management,2 Years,Imperial Business College
1717,344,BSc (Hons) Computer and Data Science,1165000.00,Sunway College
1721,345,MBA Finance,2 Years,Atlantic International College
1725,345,Master of Business Administration,2 Years,Atlantic International College
1728,345,BBA  Finance,4 Years,Atlantic International College
1731,345,Bachelor of Business Administration,4 Years,Atlantic International College
1734,346,Bachelor of Computer System Information Technology,4 Years,Liberty College
1738,346,Bachelor of Hotel Management,4 Years,Liberty College
1741,346,BBA  Finance,4 Years,Liberty College
1744,346,Bachelor of Business Administration,4 Years,Liberty College
1747,347,Master of Business Administration,2 Years,Model Institute of Technology
1751,347,Bachelors of Information Technology,4 Years,Model Institute of Technology
1754,347,Bachelor of Business Administration,4 Years,Model Institute of Technology
1757,348,MBA - Evening Shift,2 Years,Ace Institute of Management
1761,348,Executive MBA,1.5 Years,Ace Institute of Management
1764,348,Master of Business Administration,2 Years,Ace Institute of Management
1767,348,BBA  Finance,4 Years,Ace Institute of Management
1770,348,Bachelor of Computer System Information Technology,4 Years,Ace Institute of Management
1776,348,Bachelor of Business Administration,4 Years,Ace Institute of Management
1779,348,GCE A Level Non-Science,2 Years,Ace Institute of Management
1782,348,GCE A Level Science,2 Years,Ace Institute of Management
1785,354,Bachelor of Civil Engineering,4 Years,Aryan School of Engineering and Management
1789,354,Bachelor of Business Administration,4 Years,Aryan School of Engineering and Management
1792,354,Bachelor of Computer Application,4 Years,Aryan School of Engineering and Management
1795,354,Bachelor of Information Technology,4 Years,Aryan School of Engineering and Management
1798,359,Master of Business Studies,2 Years,Kathmandu Model College
1802,359,Master of Arts in English,2 Years,Kathmandu Model College
1805,359,Bachelor of Arts in Psychology,4 Years,Kathmandu Model College
1808,359,Bachelor of Business Management,4 Years,Kathmandu Model College
1814,359,Bachelor of Computer Application,4 Years,Kathmandu Model College
1817,359,Bachelor of Arts,4 Years,Kathmandu Model College
1820,359,Bachelor of Arts in Social Work,4 Years,Kathmandu Model College
1823,359,Bachelor of Business Studies,4 Years,Kathmandu Model College
1826,359,Bachelor of Business Administration,4 Years,Kathmandu Model College
1829,360,Master of Business Administration,2 Years,AADIM National College
1833,360,Bachelor of Business Administration,4 Years,AADIM National College
1836,360,BSc Computer Science and Information Technology,4 Years,AADIM National College
1839,360,Bachelor of Arts in Journalism and Mass Communication,4 Years,AADIM National College
1842,360,Bachelor of Arts in Psychology,4 Years,AADIM National College
1845,360,Bachelor of Arts in Social Work,4 Years,AADIM National College
1848,360,Bachelor of Arts,4 Years,AADIM National College
1851,360,Bachelor of Business Studies,4 Years,AADIM National College
1854,360,Bachelor of Computer Application,4 Years,AADIM National College
1857,360,Ten Plus Two Law,2 Years,AADIM National College
1860,360,Ten Plus Two Science,2 Years,AADIM National College
1863,360,Ten Plus Two Management,2 Years,AADIM National College
1866,361,MBA - Evening Shift,2 Years,Rajdhani Model College
1870,361,Bachelor of Computer System Information Technology,4 Years,Rajdhani Model College
1873,361,Bachelor of Hotel Management,4 Years,Rajdhani Model College
1876,361,Bachelor of Business Administration,4 Years,Rajdhani Model College
1879,362,Master of Arts in Crisis Management Studies,2 Years,Samarpan Academy Institute of Crisis Management Studies
1883,362,Master of Arts in Counseling Psychology,2 Years,Samarpan Academy Institute of Crisis Management Studies
1886,362,Bachelor of Computer Application,4 Years,Samarpan Academy Institute of Crisis Management Studies
1889,363,GCE A Level Science,2 Years,Islington College
1893,363,GCE A Level Non-Science,2 Years,Islington College
1896,363,Bachelor of Business Administration,4 Years,Islington College
1899,363,BSc (Hons) Computing,3 Years,Islington College
1902,363,BSc (Hons) Multimedia Technologies,3 Years,Islington College
1905,363,BSc (Hons) Computer Networking and IT Security,3 Years,Islington College
1908,363,BSc (Hons) Computing with Artificial Intelligence,3 Years,Islington College
1911,363,Master of Business Administration,2 Years,Islington College
1914,363,MSc IT and Applied Security,2 Years,Islington College
1917,364,Bachelor of Computer Application,4 Years,Padmashree College
1921,364,Bachelor of Food Technology,4 Years,Padmashree College
1924,368,Ten Plus Two Management,2 Years,Everest Innovative College
1928,368,Ten Plus Two Science,2 Years,Everest Innovative College
1931,368,Ten Plus Two Humanities,2 Years,Everest Innovative College
1934,368,Bachelor of Arts in Social Work,4 Years,Everest Innovative College
1937,368,Bachelor of Computer Application,4 Years,Everest Innovative College
1940,368,Bachelor of Business Studies,4 Years,Everest Innovative College
1943,369,Bachelor of Computer Science (HONS),1180000.00,IIMS College
1947,369,Bachelors of Business (HONS),1180000.00,IIMS College
1950,369,Bachelor of International Hospitality Management (HONS),1007000.00,IIMS College
1953,370,Bachelor of Computer Application,4 Years,Ed-Mark College
1957,370,Bachelor of Arts,4 Years,Ed-Mark College
1960,370,Master of Business Studies,2 Years,Ed-Mark College
1963,370,Bachelor of Arts in Social Work,4 Years,Ed-Mark College
1966,370,Bachelor of Business Studies,4 Years,Ed-Mark College
1969,371,Ten Plus Two Humanities,2 Years,Kathmandu College of Central State
1973,371,Ten Plus Two Science,2 Years,Kathmandu College of Central State
1976,371,Ten Plus Two Management,2 Years,Kathmandu College of Central State
1979,371,Ten Plus Two Law,2 Years,Kathmandu College of Central State
1982,371,Master of Business Studies,2 Years,Kathmandu College of Central State
1985,371,Bachelor of Computer Application,4 Years,Kathmandu College of Central State
1988,371,Bachelor of Arts in Social Work,4 Years,Kathmandu College of Central State
1991,371,Bachelor of Business Studies,4 Years,Kathmandu College of Central State
1994,372,Ten Plus Two Humanities,2 Years,Janamaitri Multiple Campus
1998,372,Master of Education General,2 Years,Janamaitri Multiple Campus
2001,372,Master of Business Studies,2 Years,Janamaitri Multiple Campus
2004,372,Bachelor of Education in Information Communication Technology,4 Years,Janamaitri Multiple Campus
2007,372,Bachelor of Education,4 Years,Janamaitri Multiple Campus
2010,372,Bachelor of Arts,4 Years,Janamaitri Multiple Campus
2013,372,Bachelor of Arts in Social Work,4 Years,Janamaitri Multiple Campus
2016,372,Bachelor of Business Studies,4 Years,Janamaitri Multiple Campus
2019,372,Bachelor of Business Management,4 Years,Janamaitri Multiple Campus
2022,372,Bachelor of Computer Application,4 Years,Janamaitri Multiple Campus
2025,372,Ten Plus Two Science,2 Years,Janamaitri Multiple Campus
2028,372,Ten Plus Two Management,2 Years,Janamaitri Multiple Campus
2031,373,Bachelor of Computer Science (Hons) Network Technology & Cyber Security,4 Years,KFA Business School
2035,373,BSc (Hons) in Hospitality Management,4 Years,KFA Business School
2038,373,Bachelor (Hons) of Business Administration,4 Years,KFA Business School
2041,373,Master of Business Administration,2 Years,KFA Business School
2044,376,BSc Information Technology,1167000.00,Presidential Graduate School
2048,376,Bachelor of Business Administration,867000.00,Presidential Graduate School
2051,376,MSc Information Technology,500000.00,Presidential Graduate School
2054,376,MBA in Data Analytics,557000.00,Presidential Graduate School
2057,376,MBA in Information Technology,557000.00,Presidential Graduate School
2060,376,Master of Business Administration,557000.00,Presidential Graduate School
2063,377,Master of Business Studies,2 Years,Nepalaya College
2067,377,Bachelor of Business Management,4 Years,Nepalaya College
2070,377,Bachelor of Computer Application,4 Years,Nepalaya College
2073,377,Bachelor of Business Studies,4 Years,Nepalaya College
2076,377,BSc Computer Science and Information Technology,4 Years,Nepalaya College
2079,377,Ten Plus Two Science,2 Years,Nepalaya College
2082,377,Ten Plus Two Management,2 Years,Nepalaya College
2085,377,Ten Plus Two Humanities,2 Years,Nepalaya College
2088,377,Ten Plus Two Law,2 Years,Nepalaya College
2091,378,Master of Business Administration,2 Years,Techspire College
2095,378,BSc (Hons) in Information Technology,3 Years,Techspire College
2098,379,Bachelor of Arts in Social Work,4 Years,Reliance College
2102,379,Bachelor of Computer Application,4 Years,Reliance College
2105,379,Master of Business Studies,2 Years,Reliance College
2108,379,Bachelor of Business Studies,4 Years,Reliance College
2111,379,Bachelor of Arts,4 Years,Reliance College
2114,380,BSc (Hons) in Information Technology,3 Years,Lord Buddha Education Foundation (LBEF)
2118,380,BSc (Hons) in Computer Science,3 Years,Lord Buddha Education Foundation (LBEF)
2121,380,Master of Business Administration,2 Years,Lord Buddha Education Foundation (LBEF)
2124,380,MSc Information Technology,2 Years,Lord Buddha Education Foundation (LBEF)
2127,380,MSc in Information Technology Weekend,2 Years,Lord Buddha Education Foundation (LBEF)
2130,380,MBA Weekend,2 Years,Lord Buddha Education Foundation (LBEF)
2133,383,BSc Computer Science and Information Technology,4 Years,Prime College
2137,383,Bachelor of Computer Application,4 Years,Prime College
2140,383,Bachelor of Business Administration,4 Years,Prime College
2143,383,Bachelor of Information Technology Management,4 Years,Prime College
2146,383,Bachelor of Business Management,4 Years,Prime College
2149,383,Bachelor of Business Studies,4 Years,Prime College
2152,383,Master of Business Studies,2 Years,Prime College
2155,384,Bachelor of Business Management,4 Years,New Summit College
2159,384,Ten Plus Two Law,2 Years,New Summit College
2162,384,Ten Plus Two Humanities,2 Years,New Summit College
2165,384,Ten Plus Two Management,2 Years,New Summit College
2168,384,Ten Plus Two Science,2 Years,New Summit College
2171,384,BSc Computer Science and Information Technology,4 Years,New Summit College
2174,384,Bachelor of Computer Application,4 Years,New Summit College
2177,384,Bachelor of Business Studies,4 Years,New Summit College
2180,386,Ten Plus Two Science,2 Years,Ambition College
2184,386,Ten Plus Two Management,2 Years,Ambition College
2187,386,Ten Plus Two Humanities,2 Years,Ambition College
2190,386,BSc Computer Science and Information Technology,4 Years,Ambition College
2193,386,Bachelor of Computer Application,4 Years,Ambition College
2196,386,Bachelor of Business Studies,4 Years,Ambition College
2199,386,Bachelor of Business Management,4 Years,Ambition College
2202,386,Bachelor of Arts in Social Work,4 Years,Ambition College
2205,386,Master of Business Studies,2 Years,Ambition College
2208,387,GCE A Level Non-Science,2 Years,St. Xavier’s College
2212,387,GCE A Level Science,2 Years,St. Xavier’s College
2215,387,Bachelor of Information Technology Management,4 Years,St. Xavier’s College
2218,387,Bachelor of Arts in Major English,4 Years,St. Xavier’s College
2221,387,Bachelor of Arts in Social Work,4 Years,St. Xavier’s College
2224,387,Bachelor of Arts in Psychology,4 Years,St. Xavier’s College
2227,387,Bachelor of Arts in Journalism and Mass Communication,4 Years,St. Xavier’s College
2230,387,BSc Computer Science and Information Technology,4 Years,St. Xavier’s College
