id,college_id,program_name,duration,college_name
489,209,Master of Business Studies,,Himalaya College
490,209,Bachelor of Arts in Social Work,4 Years,Himalaya College
491,209,Bachelor of Arts in Social Work,4 Years,Himalaya College
492,209,Bachelor of Arts in Social Work,,Himalaya College
493,209,Bachelor of Arts,4 Years,Himalaya College
494,209,Bachelor of Arts,4 Years,Himalaya College
495,209,Bachelor of Arts,,Himalaya College
496,209,BSc Computer Science and Information Technology,4 Years,Himalaya College
497,209,BSc Computer Science and Information Technology,4 Years,Himalaya College
498,209,BSc Computer Science and Information Technology,,Himalaya College
499,209,Bachelor of Business Administration,4 Years,Himalaya College
500,209,Bachelor of Business Administration,4 Years,Himalaya College
501,209,Bachelor of Business Administration,,Himalaya College
502,209,Bachelor of Business Studies,4 Years,Himalaya College
503,209,Bachelor of Business Studies,4 Years,Himalaya College
504,209,Bachelor of Business Studies,,Himalaya College
505,209,Master of Business Administration,2 Years,Himalaya College
506,209,Master of Business Administration,2 Years,Himalaya College
507,209,Master of Business Administration,,Himalaya College
508,210,Master of Business Studies,2 Years,Nepal Kasthamandap College
509,210,Master of Business Studies,2 Years,Nepal Kasthamandap College
510,210,Master of Business Studies,2 Years,Nepal Kasthamandap College
511,210,Master of Business Studies,,Nepal Kasthamandap College
512,210,Bachelor of Computer Application,4 Years,Nepal Kasthamandap College
513,210,Bachelor of Computer Application,4 Years,Nepal Kasthamandap College
514,210,Bachelor of Computer Application,,Nepal Kasthamandap College
515,210,Bachelor of Business Studies,4 Years,Nepal Kasthamandap College
516,210,Bachelor of Business Studies,4 Years,Nepal Kasthamandap College
517,210,Bachelor of Business Studies,,Nepal Kasthamandap College
518,210,Bachelor of Business Administration,4 Years,Nepal Kasthamandap College
519,210,Bachelor of Business Administration,4 Years,Nepal Kasthamandap College
520,210,Bachelor of Business Administration,,Nepal Kasthamandap College
521,210,Ten Plus Two Education,2 Years,Nepal Kasthamandap College
522,210,Ten Plus Two Education,2 Years,Nepal Kasthamandap College
523,210,Ten Plus Two Education,,Nepal Kasthamandap College
524,210,Ten Plus Two Science,2 Years,Nepal Kasthamandap College
525,210,Ten Plus Two Science,2 Years,Nepal Kasthamandap College
526,210,Ten Plus Two Science,,Nepal Kasthamandap College
527,210,Ten Plus Two Management,2 Years,Nepal Kasthamandap College
528,210,Ten Plus Two Management,2 Years,Nepal Kasthamandap College
529,210,Ten Plus Two Management,,Nepal Kasthamandap College
530,210,Ten Plus Two Humanities,2 Years,Nepal Kasthamandap College
531,210,Ten Plus Two Humanities,2 Years,Nepal Kasthamandap College
532,210,Ten Plus Two Humanities,,Nepal Kasthamandap College
533,210,Ten Plus Two Law,2 Years,Nepal Kasthamandap College
534,210,Ten Plus Two Law,2 Years,Nepal Kasthamandap College
535,210,Ten Plus Two Law,,Nepal Kasthamandap College
536,210,Master of Business Administration,2 Years,Nepal Kasthamandap College
537,210,Master of Business Administration,2 Years,Nepal Kasthamandap College
538,210,Master of Business Administration,,Nepal Kasthamandap College
539,214,BSc Computer Science and Information Technology,830000.00,College of Applied Business and Technology
540,214,BSc Computer Science and Information Technology,830000.00,College of Applied Business and Technology
541,214,BSc Computer Science and Information Technology,830000.00,College of Applied Business and Technology
542,214,BSc Computer Science and Information Technology,,College of Applied Business and Technology
543,214,Bachelor of Business Administration,830000.00,College of Applied Business and Technology
544,214,Bachelor of Business Administration,830000.00,College of Applied Business and Technology
545,214,Bachelor of Business Administration,,College of Applied Business and Technology
546,214,Bachelor of Information Technology Management,535000.00,College of Applied Business and Technology
547,214,Bachelor of Information Technology Management,535000.00,College of Applied Business and Technology
548,214,Bachelor of Information Technology Management,,College of Applied Business and Technology
549,214,Bachelor of Business Studies,4 Years,College of Applied Business and Technology
550,214,Bachelor of Business Studies,4 Years,College of Applied Business and Technology
551,214,Bachelor of Business Studies,,College of Applied Business and Technology
552,220,Ten Plus Two Science,2 Years,NAMI College
553,220,Ten Plus Two Science,2 Years,NAMI College
554,220,Ten Plus Two Science,2 Years,NAMI College
555,220,Ten Plus Two Science,,NAMI College
556,220,Ten Plus Two Management,2 Years,NAMI College
557,220,Ten Plus Two Management,2 Years,NAMI College
558,220,Ten Plus Two Management,,NAMI College
559,220,GCE A Level Non-Science,2 Years,NAMI College
560,220,GCE A Level Non-Science,2 Years,NAMI College
561,220,GCE A Level Non-Science,,NAMI College
562,220,GCE A Level Science,2 Years,NAMI College
563,220,GCE A Level Science,2 Years,NAMI College
564,220,GCE A Level Science,,NAMI College
565,220,Bachelor of Business Administration,3 Years,NAMI College
566,220,Bachelor of Business Administration,3 Years,NAMI College
567,220,Bachelor of Business Administration,,NAMI College
568,220,BSc (Hons) Environment Science,3 Years,NAMI College
569,220,BSc (Hons) Environment Science,3 Years,NAMI College
570,220,BSc (Hons) Environment Science,,NAMI College
571,220,BSc (Hons) Computer Science,3 Years,NAMI College
572,220,BSc (Hons) Computer Science,3 Years,NAMI College
573,220,BSc (Hons) Computer Science,,NAMI College
574,220,MSc Computing,2 Years,NAMI College
575,220,MSc Computing,2 Years,NAMI College
576,220,MSc Computing,,NAMI College
577,221,Ten Plus Two Science,2 Years,GoldenGate International College
578,221,Ten Plus Two Science,2 Years,GoldenGate International College
579,221,Ten Plus Two Science,2 Years,GoldenGate International College
580,221,Ten Plus Two Science,,GoldenGate International College
581,221,Ten Plus Two Management,2 Years,GoldenGate International College
582,221,Ten Plus Two Management,2 Years,GoldenGate International College
583,221,Ten Plus Two Management,,GoldenGate International College
584,221,Ten Plus Two Humanities,2 Years,GoldenGate International College
585,221,Ten Plus Two Humanities,2 Years,GoldenGate International College
586,221,Ten Plus Two Humanities,,GoldenGate International College
587,221,Bachelor of Computer Application,4 Years,GoldenGate International College
588,221,Bachelor of Computer Application,4 Years,GoldenGate International College
589,221,Bachelor of Computer Application,,GoldenGate International College
590,221,Bachelor of Business Management,4 Years,GoldenGate International College
591,221,Bachelor of Business Management,4 Years,GoldenGate International College
592,221,Bachelor of Business Management,,GoldenGate International College
593,221,Bachelor of Business Studies,4 Years,GoldenGate International College
594,221,Bachelor of Business Studies,4 Years,GoldenGate International College
595,221,Bachelor of Business Studies,,GoldenGate International College
596,221,Bachelor of Hotel Management,4 Years,GoldenGate International College
597,221,Bachelor of Hotel Management,4 Years,GoldenGate International College
598,221,Bachelor of Hotel Management,,GoldenGate International College
599,221,Bachelor of Food Technology,4 Years,GoldenGate International College
600,221,Bachelor of Food Technology,4 Years,GoldenGate International College
601,221,Bachelor of Food Technology,,GoldenGate International College
602,221,BSc Physics,4 Years,GoldenGate International College
603,221,BSc Physics,4 Years,GoldenGate International College
604,221,BSc Physics,,GoldenGate International College
605,221,BSc Microbiology,4 Years,GoldenGate International College
606,221,BSc Microbiology,4 Years,GoldenGate International College
607,221,BSc Microbiology,,GoldenGate International College
608,221,BSc Environmental Science,4 Years,GoldenGate International College
609,221,BSc Environmental Science,4 Years,GoldenGate International College
610,221,BSc Environmental Science,,GoldenGate International College
611,221,Bachelor of Arts in Social Work,4 Years,GoldenGate International College
612,221,Bachelor of Arts in Social Work,4 Years,GoldenGate International College
613,221,Bachelor of Arts in Social Work,,GoldenGate International College
614,221,Bachelor of Arts,4 Years,GoldenGate International College
615,221,Bachelor of Arts,4 Years,GoldenGate International College
616,221,Bachelor of Arts,,GoldenGate International College
617,221,Master of Business Studies,2 Years,GoldenGate International College
618,221,Master of Business Studies,2 Years,GoldenGate International College
619,221,Master of Business Studies,,GoldenGate International College
620,221,MSc Physics,2 Years,GoldenGate International College
621,221,MSc Physics,2 Years,GoldenGate International College
622,221,MSc Physics,,GoldenGate International College
623,221,MSc Microbiology,2 Years,GoldenGate International College
624,221,MSc Microbiology,2 Years,GoldenGate International College
625,221,MSc Microbiology,,GoldenGate International College
626,221,MSc Environmental Science,2 Years,GoldenGate International College
627,221,MSc Environmental Science,2 Years,GoldenGate International College
628,221,MSc Environmental Science,,GoldenGate International College
629,221,Master of Arts in English,2 Years,GoldenGate International College
630,221,Master of Arts in English,2 Years,GoldenGate International College
631,221,Master of Arts in English,,GoldenGate International College
632,221,Master of Arts in Economics,2 Years,GoldenGate International College
633,221,Master of Arts in Economics,2 Years,GoldenGate International College
634,221,Master of Arts in Economics,,GoldenGate International College
635,225,Bachelor of Computer Application,4 Years,Advanced College of Engineering and Management
636,225,Bachelor of Computer Application,4 Years,Advanced College of Engineering and Management
637,225,Bachelor of Computer Application,4 Years,Advanced College of Engineering and Management
638,225,Bachelor of Computer Application,,Advanced College of Engineering and Management
639,225,"Bachelor of Electronics, Communication and Information Engineering",4 Years,Advanced College of Engineering and Management
640,225,"Bachelor of Electronics, Communication and Information Engineering",4 Years,Advanced College of Engineering and Management
641,225,"Bachelor of Electronics, Communication and Information Engineering",,Advanced College of Engineering and Management
642,225,Bachelor of Computer Engineering,4 Years,Advanced College of Engineering and Management
643,225,Bachelor of Computer Engineering,4 Years,Advanced College of Engineering and Management
644,225,Bachelor of Computer Engineering,,Advanced College of Engineering and Management
645,225,Bachelor of Electrical Engineering,4 Years,Advanced College of Engineering and Management
646,225,Bachelor of Electrical Engineering,4 Years,Advanced College of Engineering and Management
647,225,Bachelor of Electrical Engineering,,Advanced College of Engineering and Management
648,225,Bachelor of Civil Engineering,4 Years,Advanced College of Engineering and Management
649,225,Bachelor of Civil Engineering,4 Years,Advanced College of Engineering and Management
650,225,Bachelor of Civil Engineering,,Advanced College of Engineering and Management
651,226,Master of Business Studies,2 Years,Kathmandu BernHardt College
652,226,Master of Business Studies,2 Years,Kathmandu BernHardt College
653,226,Master of Business Studies,2 Years,Kathmandu BernHardt College
654,226,Master of Business Studies,,Kathmandu BernHardt College
655,226,Bachelor of Business Management,4 Years,Kathmandu BernHardt College
656,226,Bachelor of Business Management,4 Years,Kathmandu BernHardt College
657,226,Bachelor of Business Management,,Kathmandu BernHardt College
658,226,Bachelor of Computer Application,4 Years,Kathmandu BernHardt College
659,226,Bachelor of Computer Application,4 Years,Kathmandu BernHardt College
660,226,Bachelor of Computer Application,,Kathmandu BernHardt College
661,226,Bachelor of Arts in Social Work,4 Years,Kathmandu BernHardt College
662,226,Bachelor of Arts in Social Work,4 Years,Kathmandu BernHardt College
663,226,Bachelor of Arts in Social Work,,Kathmandu BernHardt College
664,226,Bachelor of Business Studies,4 Years,Kathmandu BernHardt College
665,226,Bachelor of Business Studies,4 Years,Kathmandu BernHardt College
666,226,Bachelor of Business Studies,,Kathmandu BernHardt College
667,226,BSc Computer Science and Information Technology,4 Years,Kathmandu BernHardt College
668,226,BSc Computer Science and Information Technology,4 Years,Kathmandu BernHardt College
669,226,BSc Computer Science and Information Technology,,Kathmandu BernHardt College
670,226,Ten Plus Two Science,2 Years,Kathmandu BernHardt College
671,226,Ten Plus Two Science,2 Years,Kathmandu BernHardt College
672,226,Ten Plus Two Science,,Kathmandu BernHardt College
673,226,Ten Plus Two Management,2 Years,Kathmandu BernHardt College
674,226,Ten Plus Two Management,2 Years,Kathmandu BernHardt College
675,226,Ten Plus Two Management,,Kathmandu BernHardt College
676,226,Ten Plus Two Humanities,2 Years,Kathmandu BernHardt College
677,226,Ten Plus Two Humanities,2 Years,Kathmandu BernHardt College
678,226,Ten Plus Two Humanities,,Kathmandu BernHardt College
679,229,Bachelor of Business Studies,4 Years,Divya Gyan College
680,229,Bachelor of Business Studies,4 Years,Divya Gyan College
681,229,Bachelor of Business Studies,4 Years,Divya Gyan College
682,229,Bachelor of Business Studies,,Divya Gyan College
683,229,Bachelor of Computer Application,4 Years,Divya Gyan College
684,229,Bachelor of Computer Application,4 Years,Divya Gyan College
685,229,Bachelor of Computer Application,,Divya Gyan College
686,231,Master of Information Technology,2 Years,College of Information Technology and Engineering
687,231,Master of Information Technology,2 Years,College of Information Technology and Engineering
688,231,Master of Information Technology,2 Years,College of Information Technology and Engineering
689,231,Master of Information Technology,,College of Information Technology and Engineering
690,231,Bachelor of Business Administration,4 Years,College of Information Technology and Engineering
691,231,Bachelor of Business Administration,4 Years,College of Information Technology and Engineering
692,231,Bachelor of Business Administration,,College of Information Technology and Engineering
693,231,Bachelor of Computer Engineering,4 Years,College of Information Technology and Engineering
694,231,Bachelor of Computer Engineering,4 Years,College of Information Technology and Engineering
695,231,Bachelor of Computer Engineering,,College of Information Technology and Engineering
696,231,Bachelor of Information Technology,4 Years,College of Information Technology and Engineering
697,231,Bachelor of Information Technology,4 Years,College of Information Technology and Engineering
698,231,Bachelor of Information Technology,,College of Information Technology and Engineering
699,231,Bachelor of Computer Application,4 Years,College of Information Technology and Engineering
700,231,Bachelor of Computer Application,4 Years,College of Information Technology and Engineering
701,231,Bachelor of Computer Application,,College of Information Technology and Engineering
702,232,Bachelor of Information Technology (Hons),4 Years,Mid-Valley International College
703,232,Bachelor of Information Technology (Hons),4 Years,Mid-Valley International College
704,232,Bachelor of Information Technology (Hons),4 Years,Mid-Valley International College
705,232,Bachelor of Information Technology (Hons),,Mid-Valley International College
706,232,Bachelor of Business in Hospitality Management (Hons),4 Years,Mid-Valley International College
707,232,Bachelor of Business in Hospitality Management (Hons),4 Years,Mid-Valley International College
708,232,Bachelor of Business in Hospitality Management (Hons),,Mid-Valley International College
709,232,Bachelor of Business Finance (Hons),4 Years,Mid-Valley International College
710,232,Bachelor of Business Finance (Hons),4 Years,Mid-Valley International College
711,232,Bachelor of Business Finance (Hons),,Mid-Valley International College
712,233,Master of Business Studies,2 Years,People's Campus
713,233,Master of Business Studies,2 Years,People's Campus
714,233,Master of Business Studies,2 Years,People's Campus
715,233,Master of Business Studies,,People's Campus
716,233,Bachelor of Business Management,4 Years,People's Campus
717,233,Bachelor of Business Management,4 Years,People's Campus
718,233,Bachelor of Business Management,,People's Campus
719,233,Bachelor of Business Studies,4 Years,People's Campus
720,233,Bachelor of Business Studies,4 Years,People's Campus
721,233,Bachelor of Business Studies,,People's Campus
722,233,Bachelor of Business Administration,4 Years,People's Campus
723,233,Bachelor of Business Administration,4 Years,People's Campus
724,233,Bachelor of Business Administration,,People's Campus
725,233,Ten Plus Two Management,2 Years,People's Campus
726,233,Ten Plus Two Management,2 Years,People's Campus
727,233,Ten Plus Two Management,,People's Campus
728,235,Ten Plus Two Science,2 Years,KIST College
729,235,Ten Plus Two Science,2 Years,KIST College
730,235,Ten Plus Two Science,2 Years,KIST College
731,235,Ten Plus Two Science,,KIST College
732,235,Ten Plus Two Management,2 Years,KIST College
733,235,Ten Plus Two Management,2 Years,KIST College
734,235,Ten Plus Two Management,,KIST College
735,235,Master of Information Technology,2 Years,KIST College
736,235,Master of Information Technology,2 Years,KIST College
737,235,Master of Information Technology,,KIST College
738,235,MSc Microbiology,2 Years,KIST College
739,235,MSc Microbiology,2 Years,KIST College
740,235,MSc Microbiology,,KIST College
741,235,Master of Business Studies,2 Years,KIST College
742,235,Master of Business Studies,2 Years,KIST College
743,235,Master of Business Studies,,KIST College
744,235,BSc Microbiology,4 Years,KIST College
745,235,BSc Microbiology,4 Years,KIST College
746,235,BSc Microbiology,,KIST College
747,235,Bachelor of Business Studies,4 Years,KIST College
748,235,Bachelor of Business Studies,4 Years,KIST College
749,235,Bachelor of Business Studies,,KIST College
750,235,Bachelor of Information Technology,4 Years,KIST College
751,235,Bachelor of Information Technology,4 Years,KIST College
752,235,Bachelor of Information Technology,,KIST College
753,235,Bachelor of Information Technology Management,4 Years,KIST College
754,235,Bachelor of Information Technology Management,4 Years,KIST College
755,235,Bachelor of Information Technology Management,,KIST College
756,235,Bachelor of Business Administration,4 Years,KIST College
757,235,Bachelor of Business Administration,4 Years,KIST College
758,235,Bachelor of Business Administration,,KIST College
759,239,Bachelor of Information Technology,4 Years,Phoenix College of Management
760,239,Bachelor of Information Technology,4 Years,Phoenix College of Management
761,239,Bachelor of Information Technology,4 Years,Phoenix College of Management
762,239,Bachelor of Information Technology,,Phoenix College of Management
763,239,BSc (Hons) in Hospitality Management,4 Years,Phoenix College of Management
764,239,BSc (Hons) in Hospitality Management,4 Years,Phoenix College of Management
765,239,BSc (Hons) in Hospitality Management,,Phoenix College of Management
766,239,Bachelor (Hons) of Business Administration,4 Years,Phoenix College of Management
767,239,Bachelor (Hons) of Business Administration,4 Years,Phoenix College of Management
768,239,Bachelor (Hons) of Business Administration,,Phoenix College of Management
769,239,Master of Computer Science,2 Years,Phoenix College of Management
770,239,Master of Computer Science,2 Years,Phoenix College of Management
771,239,Master of Computer Science,,Phoenix College of Management
772,239,Master of Business Administration,2 Years,Phoenix College of Management
773,239,Master of Business Administration,2 Years,Phoenix College of Management
774,239,Master of Business Administration,,Phoenix College of Management
775,247,Bachelor of Architecture,5 Years,Kathmandu Engineering College
776,247,Bachelor of Architecture,5 Years,Kathmandu Engineering College
777,247,Bachelor of Architecture,5 Years,Kathmandu Engineering College
778,247,Bachelor of Architecture,,Kathmandu Engineering College
779,247,Bachelor of Electrical Engineering,4 Years,Kathmandu Engineering College
780,247,Bachelor of Electrical Engineering,4 Years,Kathmandu Engineering College
781,247,Bachelor of Electrical Engineering,,Kathmandu Engineering College
782,247,Bachelor of Computer Engineering,4 Years,Kathmandu Engineering College
783,247,Bachelor of Computer Engineering,4 Years,Kathmandu Engineering College
784,247,Bachelor of Computer Engineering,,Kathmandu Engineering College
785,247,"Bachelor of Electronics, Communication and Information Engineering",4 Years,Kathmandu Engineering College
786,247,"Bachelor of Electronics, Communication and Information Engineering",4 Years,Kathmandu Engineering College
787,247,"Bachelor of Electronics, Communication and Information Engineering",,Kathmandu Engineering College
788,247,Bachelor of Civil Engineering,4 Years,Kathmandu Engineering College
789,247,Bachelor of Civil Engineering,4 Years,Kathmandu Engineering College
790,247,Bachelor of Civil Engineering,,Kathmandu Engineering College
791,251,Ten Plus Two Science,2 Years,Orient College
792,251,Ten Plus Two Science,2 Years,Orient College
793,251,Ten Plus Two Science,2 Years,Orient College
794,251,Ten Plus Two Science,,Orient College
795,251,Ten Plus Two Management,2 Years,Orient College
796,251,Ten Plus Two Management,2 Years,Orient College
797,251,Ten Plus Two Management,,Orient College
798,251,GCE A Level Non-Science,2 Years,Orient College
799,251,GCE A Level Non-Science,2 Years,Orient College
800,251,GCE A Level Non-Science,,Orient College
801,251,GCE A Level Science,2 Years,Orient College
802,251,GCE A Level Science,2 Years,Orient College
803,251,GCE A Level Science,,Orient College
804,251,Bachelor of Arts in Social Work,4 Years,Orient College
805,251,Bachelor of Arts in Social Work,4 Years,Orient College
806,251,Bachelor of Arts in Social Work,,Orient College
807,251,Bachelor of Business Studies,4 Years,Orient College
808,251,Bachelor of Business Studies,4 Years,Orient College
809,251,Bachelor of Business Studies,,Orient College
810,254,MSc Electrical Power Engineering,2 Years,Hillside College of Engineering
811,254,MSc Electrical Power Engineering,2 Years,Hillside College of Engineering
812,254,MSc Electrical Power Engineering,2 Years,Hillside College of Engineering
813,254,MSc Electrical Power Engineering,,Hillside College of Engineering
814,254,MSc Construction Management,2 Years,Hillside College of Engineering
815,254,MSc Construction Management,2 Years,Hillside College of Engineering
816,254,MSc Construction Management,,Hillside College of Engineering
817,254,Bachelor of Electrical Engineering,4 Years,Hillside College of Engineering
818,254,Bachelor of Electrical Engineering,4 Years,Hillside College of Engineering
819,254,Bachelor of Electrical Engineering,,Hillside College of Engineering
820,254,Bachelor of Civil Engineering,4 Years,Hillside College of Engineering
821,254,Bachelor of Civil Engineering,4 Years,Hillside College of Engineering
822,254,Bachelor of Civil Engineering,,Hillside College of Engineering
823,257,Bachelor of Science (General),4 Years,Canvas International College
824,257,Bachelor of Science (General),4 Years,Canvas International College
825,257,Bachelor of Science (General),4 Years,Canvas International College
826,257,Bachelor of Science (General),,Canvas International College
827,257,Ten Plus Two Science,2 Years,Canvas International College
828,257,Ten Plus Two Science,2 Years,Canvas International College
829,257,Ten Plus Two Science,,Canvas International College
830,257,Ten Plus Two Humanities,2 Years,Canvas International College
831,257,Ten Plus Two Humanities,2 Years,Canvas International College
832,257,Ten Plus Two Humanities,,Canvas International College
833,257,Ten Plus Two Law,2 Years,Canvas International College
834,257,Ten Plus Two Law,2 Years,Canvas International College
835,257,Ten Plus Two Law,,Canvas International College
836,257,Ten Plus Two Management,2 Years,Canvas International College
837,257,Ten Plus Two Management,2 Years,Canvas International College
838,257,Ten Plus Two Management,,Canvas International College
839,257,Master of Business Studies,2 Years,Canvas International College
840,257,Master of Business Studies,2 Years,Canvas International College
841,257,Master of Business Studies,,Canvas International College
842,257,Bachelor of Arts in Social Work,4 Years,Canvas International College
843,257,Bachelor of Arts in Social Work,4 Years,Canvas International College
844,257,Bachelor of Arts in Social Work,,Canvas International College
845,257,Bachelor of Business Studies,4 Years,Canvas International College
846,257,Bachelor of Business Studies,4 Years,Canvas International College
847,257,Bachelor of Business Studies,,Canvas International College
848,258,Master of Travel and Tourism Management,2 Years,Public Youth Campus
849,258,Master of Travel and Tourism Management,2 Years,Public Youth Campus
850,258,Master of Travel and Tourism Management,2 Years,Public Youth Campus
851,258,Master of Travel and Tourism Management,,Public Youth Campus
852,258,Master of Business Management,2 Years,Public Youth Campus
853,258,Master of Business Management,2 Years,Public Youth Campus
854,258,Master of Business Management,,Public Youth Campus
855,258,Master of Business Studies,2 Years,Public Youth Campus
856,258,Master of Business Studies,2 Years,Public Youth Campus
857,258,Master of Business Studies,,Public Youth Campus
858,258,Bachelor of Business Management,4 Years,Public Youth Campus
859,258,Bachelor of Business Management,4 Years,Public Youth Campus
860,258,Bachelor of Business Management,,Public Youth Campus
861,258,Bachelor of Business Studies,4 Years,Public Youth Campus
862,258,Bachelor of Business Studies,4 Years,Public Youth Campus
863,258,Bachelor of Business Studies,,Public Youth Campus
864,258,Bachelor of Business Administration,4 Years,Public Youth Campus
865,258,Bachelor of Business Administration,4 Years,Public Youth Campus
866,258,Bachelor of Business Administration,,Public Youth Campus
867,260,Bachelor of Computer Application,4 Years,National College of Computer Studies
868,260,Bachelor of Computer Application,4 Years,National College of Computer Studies
869,260,Bachelor of Computer Application,4 Years,National College of Computer Studies
870,260,Bachelor of Computer Application,,National College of Computer Studies
871,260,Bachelor of Business Management,4 Years,National College of Computer Studies
872,260,Bachelor of Business Management,4 Years,National College of Computer Studies
873,260,Bachelor of Business Management,,National College of Computer Studies
874,260,BSc Computer Science and Information Technology,4 Years,National College of Computer Studies
875,260,BSc Computer Science and Information Technology,4 Years,National College of Computer Studies
876,260,BSc Computer Science and Information Technology,,National College of Computer Studies
877,260,Bachelor of Hotel Management,4 Years,National College of Computer Studies
878,260,Bachelor of Hotel Management,4 Years,National College of Computer Studies
879,260,Bachelor of Hotel Management,,National College of Computer Studies
880,260,Bachelor of Information Technology Management,4 Years,National College of Computer Studies
881,260,Bachelor of Information Technology Management,4 Years,National College of Computer Studies
882,260,Bachelor of Information Technology Management,,National College of Computer Studies
883,262,Bachelor of Computer Application,4 Years,Kantipur College of Management and Information Technology
884,262,Bachelor of Computer Application,4 Years,Kantipur College of Management and Information Technology
885,262,Bachelor of Computer Application,4 Years,Kantipur College of Management and Information Technology
886,262,Bachelor of Computer Application,,Kantipur College of Management and Information Technology
887,262,Bachelor of Information Technology Management,4 Years,Kantipur College of Management and Information Technology
888,262,Bachelor of Information Technology Management,4 Years,Kantipur College of Management and Information Technology
889,262,Bachelor of Information Technology Management,,Kantipur College of Management and Information Technology
890,262,Bachelor of Business Administration,4 Years,Kantipur College of Management and Information Technology
891,262,Bachelor of Business Administration,4 Years,Kantipur College of Management and Information Technology
892,262,Bachelor of Business Administration,,Kantipur College of Management and Information Technology
893,264,Master of Business Administration,2 Years,Apollo International College
894,264,Master of Business Administration,2 Years,Apollo International College
895,264,Master of Business Administration,2 Years,Apollo International College
896,264,Master of Business Administration,,Apollo International College
897,264,Bachelor of Computer System Information Technology,4 Years,Apollo International College
898,264,Bachelor of Computer System Information Technology,4 Years,Apollo International College
899,264,Bachelor of Computer System Information Technology,,Apollo International College
900,264,Bachelor of Hotel Management,4 Years,Apollo International College
901,264,Bachelor of Hotel Management,4 Years,Apollo International College
902,264,Bachelor of Hotel Management,,Apollo International College
903,264,BBA  Finance,4 Years,Apollo International College
904,264,BBA  Finance,4 Years,Apollo International College
905,264,BBA  Finance,,Apollo International College
906,264,Bachelor of Business Administration,4 Years,Apollo International College
907,264,Bachelor of Business Administration,4 Years,Apollo International College
908,264,Bachelor of Business Administration,,Apollo International College
909,266,Bachelor of Business Administration,4 Years,Camad College
910,266,Bachelor of Business Administration,4 Years,Camad College
911,266,Bachelor of Business Administration,4 Years,Camad College
912,266,Bachelor of Business Administration,,Camad College
913,266,Bachelor of Development Studies,4 Years,Camad College
914,266,Bachelor of Development Studies,4 Years,Camad College
915,266,Bachelor of Development Studies,,Camad College
916,266,Bachelor of Hotel Management,4 Years,Camad College
917,266,Bachelor of Hotel Management,4 Years,Camad College
918,266,Bachelor of Hotel Management,,Camad College
919,266,Bachelor of Computer Application,4 Years,Camad College
920,266,Bachelor of Computer Application,4 Years,Camad College
921,266,Bachelor of Computer Application,,Camad College
922,268,BBA  Finance,4 Years,Malpi International College
923,268,BBA  Finance,4 Years,Malpi International College
924,268,BBA  Finance,4 Years,Malpi International College
925,268,BBA  Finance,,Malpi International College
926,268,Bachelor of Business Administration,4 Years,Malpi International College
927,268,Bachelor of Business Administration,4 Years,Malpi International College
928,268,Bachelor of Business Administration,,Malpi International College
929,268,Bachelor of Computer System Information Technology,4 Years,Malpi International College
930,268,Bachelor of Computer System Information Technology,4 Years,Malpi International College
931,268,Bachelor of Computer System Information Technology,,Malpi International College
932,268,Master of Business Administration,2 Years,Malpi International College
933,268,Master of Business Administration,2 Years,Malpi International College
934,268,Master of Business Administration,,Malpi International College
935,272,Ten Plus Two Management,2 Years,Texas International College
936,272,Ten Plus Two Management,2 Years,Texas International College
937,272,Ten Plus Two Management,2 Years,Texas International College
938,272,Ten Plus Two Management,,Texas International College
939,272,Ten Plus Two Science,2 Years,Texas International College
940,272,Ten Plus Two Science,2 Years,Texas International College
941,272,Ten Plus Two Science,,Texas International College
942,272,Master of Business Studies,2 Years,Texas International College
943,272,Master of Business Studies,2 Years,Texas International College
944,272,Master of Business Studies,,Texas International College
945,272,Bachelor of Arts,4 Years,Texas International College
946,272,Bachelor of Arts,4 Years,Texas International College
947,272,Bachelor of Arts,,Texas International College
948,272,Bachelor of Business Management,4 Years,Texas International College
949,272,Bachelor of Business Management,4 Years,Texas International College
950,272,Bachelor of Business Management,,Texas International College
951,272,Bachelor of Arts in Social Work,4 Years,Texas International College
952,272,Bachelor of Arts in Social Work,4 Years,Texas International College
953,272,Bachelor of Arts in Social Work,,Texas International College
954,272,Bachelor of Business Studies,4 Years,Texas International College
955,272,Bachelor of Business Studies,4 Years,Texas International College
956,272,Bachelor of Business Studies,,Texas International College
957,272,BSc Computer Science and Information Technology,4 Years,Texas International College
958,272,BSc Computer Science and Information Technology,4 Years,Texas International College
959,272,BSc Computer Science and Information Technology,,Texas International College
960,272,Bachelor of Computer Application,4 Years,Texas International College
961,272,Bachelor of Computer Application,4 Years,Texas International College
962,272,Bachelor of Computer Application,,Texas International College
963,273,Ten Plus Two Management,2 Years,VS Niketan College
964,273,Ten Plus Two Management,2 Years,VS Niketan College
965,273,Ten Plus Two Management,2 Years,VS Niketan College
966,273,Ten Plus Two Management,,VS Niketan College
967,273,Ten Plus Two Science,2 Years,VS Niketan College
968,273,Ten Plus Two Science,2 Years,VS Niketan College
969,273,Ten Plus Two Science,,VS Niketan College
970,273,Executive MBA,1.5 Years,VS Niketan College
971,273,Executive MBA,1.5 Years,VS Niketan College
972,273,Executive MBA,,VS Niketan College
973,273,Bachelor of Business Administration,4 Years,VS Niketan College
974,273,Bachelor of Business Administration,4 Years,VS Niketan College
975,273,Bachelor of Business Administration,,VS Niketan College
976,275,Ten Plus Two Management,88000.00,New Millennium College
